# Final state angular momentum:   1
# Broadening parameter (in eV):    0.200
# Absorbing atom type (xiabs):   2
# Energy (eV)   sigma
    1.31131131    0.00135511
    1.36136136    0.00136992
    1.41141141    0.00138429
    1.46146146    0.00139866
    1.51151151    0.00141377
    1.56156156    0.00143035
    1.61161161    0.00144896
    1.66166166    0.00146983
    1.71171171    0.00149275
    1.76176176    0.00151714
    1.81181181    0.00154242
    1.86186186    0.00156818
    1.91191191    0.00159409
    1.96196196    0.00161974
    2.01201201    0.00164474
    2.06206206    0.00166914
    2.11211211    0.00169352
    2.16216216    0.00171870
    2.21221221    0.00174514
    2.26226226    0.00177265
    2.31231231    0.00180082
    2.36236236    0.00182950
    2.41241241    0.00185892
    2.46246246    0.00188921
    2.51251251    0.00192020
    2.56256256    0.00195187
    2.61261261    0.00198469
    2.66266266    0.00201925
    2.71271271    0.00205578
    2.76276276    0.00209426
    2.81281281    0.00213449
    2.86286286    0.00217572
    2.91291291    0.00221658
    2.96296296    0.00225597
    3.01301301    0.00229352
    3.06306306    0.00232918
    3.11311311    0.00236273
    3.16316316    0.00239463
    3.21321321    0.00242681
    3.26326326    0.00246199
    3.31331331    0.00250242
    3.36336336    0.00254950
    3.41341341    0.00260384
    3.46346346    0.00266535
    3.51351351    0.00273338
    3.56356356    0.00280695
    3.61361361    0.00288487
    3.66366366    0.00296533
    3.71371371    0.00304542
    3.76376376    0.00312174
    3.81381381    0.00319277
    3.86386386    0.00326044
    3.91391391    0.00332888
    3.96396396    0.00340198
    4.01401401    0.00348207
    4.06406406    0.00356996
    4.11411411    0.00366582
    4.16416416    0.00376994
    4.21421421    0.00388261
    4.26426426    0.00400352
    4.31431431    0.00413158
    4.36436436    0.00426553
    4.41441441    0.00440474
    4.46446446    0.00454933
    4.51451451    0.00469967
    4.56456456    0.00485606
    4.61461461    0.00501916
    4.66466466    0.00519057
    4.71471471    0.00537289
    4.76476476    0.00556881
    4.81481481    0.00578011
    4.86486486    0.00600743
    4.91491491    0.00625046
    4.96496496    0.00650830
    5.01501502    0.00678020
    5.06506507    0.00706644
    5.11511512    0.00736846
    5.16516517    0.00768918
    5.21521522    0.00803214
    5.26526527    0.00839871
    5.31531532    0.00878718
    5.36536537    0.00919591
    5.41541542    0.00962742
    5.46546547    0.01008958
    5.51551552    0.01059340
    5.56556557    0.01114922
    5.61561562    0.01176327
    5.66566567    0.01243696
    5.71571572    0.01317005
    5.76576577    0.01396574
    5.81581582    0.01483377
    5.86586587    0.01578980
    5.91591592    0.01685412
    5.96596597    0.01805118
    6.01601602    0.01940714
    6.06606607    0.02094684
    6.11611612    0.02269663
    6.16616617    0.02469461
    6.21621622    0.02699978
    6.26626627    0.02969310
    6.31631632    0.03287506
    6.36636637    0.03666498
    6.41641642    0.04119913
    6.46646647    0.04662626
    6.51651652    0.05310867
    6.56656657    0.06084301
    6.61661662    0.07011123
    6.66666667    0.08134306
    6.71671672    0.09513845
    6.76676677    0.11223660
    6.81681682    0.13351233
    6.86686687    0.16003697
    6.91691692    0.19294011
    6.96696697    0.23245085
    7.01701702    0.27566412
    7.06706707    0.31431150
