 &plot nbnd=  36, nks=   300 /
            0.000000  0.000000  0.000000
 -44.709 -22.916 -22.885 -22.885 -16.760 -16.347 -14.695 -14.695 -14.348 -14.348
  -5.538  -4.626  -2.858  -2.858  -2.650  -1.554  -1.554  -1.450  -0.224  -0.224
   0.924   0.924   0.947   1.799   1.799   1.809   2.028   2.028   2.542   2.764
   7.588   7.804   7.804  10.254  10.254  10.347
            0.014286  0.008248  0.000000
 -44.709 -22.916 -22.885 -22.885 -16.760 -16.348 -14.695 -14.694 -14.349 -14.348
  -5.537  -4.628  -2.858  -2.855  -2.649  -1.555  -1.554  -1.451  -0.224  -0.223
   0.892   0.924   0.978   1.797   1.799   1.809   2.027   2.028   2.542   2.764
   7.590   7.804   7.805  10.253  10.254  10.348
            0.028571  0.016496  0.000000
 -44.709 -22.916 -22.885 -22.885 -16.758 -16.349 -14.694 -14.692 -14.351 -14.348
  -5.533  -4.636  -2.857  -2.845  -2.647  -1.559  -1.554  -1.452  -0.223  -0.219
   0.851   0.924   1.019   1.790   1.798   1.807   2.026   2.029   2.540   2.762
   7.594   7.804   7.810  10.249  10.255  10.350
            0.042857  0.024744  0.000000
 -44.709 -22.916 -22.885 -22.885 -16.756 -16.352 -14.694 -14.688 -14.355 -14.348
  -5.527  -4.648  -2.856  -2.830  -2.643  -1.567  -1.554  -1.454  -0.221  -0.213
   0.810   0.923   1.059   1.779   1.795   1.804   2.023   2.031   2.537   2.759
   7.601   7.804   7.817  10.244  10.256  10.352
            0.057143  0.032991  0.000000
 -44.709 -22.916 -22.886 -22.885 -16.752 -16.356 -14.694 -14.683 -14.360 -14.349
  -5.519  -4.664  -2.854  -2.808  -2.638  -1.577  -1.554  -1.457  -0.219  -0.205
   0.770   0.923   1.100   1.763   1.792   1.800   2.019   2.032   2.532   2.755
   7.611   7.804   7.826  10.236  10.258  10.356
            0.071429  0.041239  0.000000
 -44.709 -22.916 -22.886 -22.885 -16.748 -16.360 -14.694 -14.677 -14.367 -14.349
  -5.509  -4.685  -2.852  -2.782  -2.631  -1.589  -1.554  -1.461  -0.216  -0.194
   0.729   0.922   1.139   1.743   1.788   1.796   2.014   2.034   2.527   2.750
   7.623   7.805   7.839  10.227  10.259  10.362
            0.085714  0.049487  0.000000
 -44.709 -22.916 -22.886 -22.885 -16.743 -16.366 -14.693 -14.669 -14.374 -14.350
  -5.496  -4.708  -2.849  -2.751  -2.623  -1.605  -1.554  -1.466  -0.213  -0.181
   0.689   0.921   1.178   1.720   1.782   1.792   2.007   2.036   2.521   2.744
   7.638   7.806   7.853  10.216  10.262  10.369
            0.100000  0.057735  0.000000
 -44.709 -22.916 -22.887 -22.885 -16.737 -16.372 -14.693 -14.660 -14.384 -14.350
  -5.482  -4.735  -2.846  -2.716  -2.613  -1.622  -1.554  -1.471  -0.209  -0.165
   0.651   0.920   1.216   1.693   1.775   1.788   1.999   2.037   2.515   2.736
   7.654   7.807   7.870  10.205  10.264  10.378
            0.114286  0.065983  0.000000
 -44.709 -22.915 -22.887 -22.885 -16.730 -16.380 -14.692 -14.651 -14.394 -14.351
  -5.465  -4.764  -2.842  -2.678  -2.601  -1.642  -1.554  -1.477  -0.204  -0.148
   0.613   0.919   1.253   1.664   1.768   1.784   1.989   2.038   2.508   2.728
