 &plot nbnd= 115, nks=   120 /
            0.000000  0.000000  0.000000
 -36.042 -34.888 -34.279 -22.143 -20.898 -20.233 -19.823 -19.294 -19.239 -18.967
 -18.670 -18.241 -18.115 -17.142 -16.853 -16.805 -16.251 -15.796 -15.690 -15.393
 -15.251 -15.102 -14.952 -14.854 -14.282 -14.184 -13.847 -13.572 -13.374 -13.180
 -13.074 -12.979 -12.908 -12.587 -12.466 -12.263 -11.931 -11.762 -11.438 -11.226
 -11.185 -10.902 -10.869 -10.652 -10.445 -10.309  -9.859  -9.650  -9.251  -9.213
  -9.105  -8.842  -8.747  -8.393  -8.262  -8.048  -7.308  -7.129  -6.953  -6.860
  -6.432  -6.318  -5.997  -5.812  -5.663  -5.578  -5.433  -5.264  -5.195  -5.094
  -4.991  -4.948  -4.876  -4.841  -4.549  -4.408  -4.236  -4.010  -3.687  -3.518
  -3.457  -3.348  -3.286  -3.125  -3.105  -2.993  -2.856  -2.760  -2.284  -2.183
  -1.737  -1.599  -1.480  -1.104  -0.930  -0.446  -0.176   0.204   0.548   0.742
   1.068   1.206   1.268   1.392   1.801   1.887   2.136   2.218   2.606   2.629
   2.761   2.835   3.043   3.119   3.198
            0.008333  0.010825  0.000000
 -36.042 -34.888 -34.279 -22.143 -20.898 -20.233 -19.823 -19.294 -19.238 -18.968
 -18.670 -18.242 -18.115 -17.142 -16.853 -16.805 -16.251 -15.796 -15.689 -15.393
 -15.251 -15.102 -14.952 -14.854 -14.282 -14.184 -13.847 -13.572 -13.374 -13.180
 -13.074 -12.979 -12.908 -12.587 -12.466 -12.263 -11.931 -11.762 -11.438 -11.225
 -11.185 -10.903 -10.870 -10.652 -10.445 -10.308  -9.859  -9.651  -9.251  -9.213
  -9.105  -8.846  -8.743  -8.393  -8.261  -8.049  -7.308  -7.130  -6.953  -6.859
  -6.432  -6.318  -5.997  -5.812  -5.664  -5.578  -5.433  -5.265  -5.195  -5.094
  -4.992  -4.946  -4.876  -4.840  -4.548  -4.408  -4.236  -4.010  -3.689  -3.518
  -3.457  -3.348  -3.286  -3.125  -3.105  -2.994  -2.856  -2.759  -2.284  -2.183
  -1.737  -1.599  -1.480  -1.104  -0.930  -0.446  -0.176   0.204   0.547   0.742
   1.067   1.206   1.268   1.392   1.801   1.887   2.135   2.219   2.605   2.629
   2.761   2.834   3.045   3.119   3.197
            0.016667  0.021651  0.000000
 -36.042 -34.888 -34.279 -22.143 -20.898 -20.233 -19.823 -19.295 -19.237 -18.969
 -18.668 -18.245 -18.113 -17.142 -16.854 -16.805 -16.251 -15.796 -15.689 -15.392
 -15.251 -15.102 -14.952 -14.854 -14.281 -14.184 -13.846 -13.572 -13.373 -13.180
 -13.074 -12.980 -12.907 -12.588 -12.466 -12.264 -11.931 -11.760 -11.440 -11.222
 -11.184 -10.903 -10.870 -10.652 -10.446 -10.307  -9.859  -9.655  -9.251  -9.214
  -9.106  -8.854  -8.731  -8.394  -8.258  -8.051  -7.309  -7.131  -6.954  -6.857
  -6.431  -6.316  -5.997  -5.811  -5.667  -5.576  -5.434  -5.268  -5.193  -5.095
  -4.995  -4.942  -4.875  -4.839  -4.547  -4.407  -4.235  -4.011  -3.693  -3.518
  -3.457  -3.348  -3.287  -3.125  -3.103  -2.994  -2.856  -2.759  -2.284  -2.183
  -1.737  -1.600  -1.481  -1.103  -0.930  -0.445  -0.177   0.204   0.545   0.745
   1.067   1.205   1.268   1.392   1.802   1.887   2.132   2.221   2.605   2.628
   2.760   2.833   3.048   3.120   3.196
            0.025000  0.032476  0.000000
 -36.042 -34.888 -34.279 -22.143 -20.898 -20.233 -19.823 -19.295 -19.236 -18.972
 -18.664 -18.249 -18.110 -17.142 -16.854 -16.805 -16.251 -15.797 -15.687 -15.392
 -15.252 -15.102 -14.953 -14.854 -14.281 -14.185 -13.845 -13.573 -13.371 -13.180
 -13.073 -12.982 -12.906 -12.588 -12.466 -12.265 -11.931 -11.759 -11.443 -11.219
 -11.182 -10.903 -10.871 -10.652 -10.446 -10.304  -9.859  -9.661  -9.252  -9.216
  -9.108  -8.864  -8.716  -8.395  -8.253  -8.054  -7.311  -7.133  -6.954  -6.853
  -6.431  -6.314  -5.998  -5.808  -5.671  -5.574  -5.434  -5.273  -5.190  -5.095
  -4.998  -4.936  -4.873  -4.837  -4.546  -4.405  -4.233  -4.012  -3.700  -3.518
  -3.456  -3.349  -3.289  -3.125  -3.100  -2.994  -2.857  -2.758  -2.284  -2.183
  -1.737  -1.601  -1.482  -1.102  -0.931  -0.445  -0.178   0.204   0.542   0.748
   1.066   1.205   1.268   1.392   1.803   1.888   2.128   2.226   2.604   2.627
   2.758   2.830   3.054   3.122   3.194
            0.033333  0.043301  0.000000
 -36.042 -34.888 -34.279 -22.143 -20.898 -20.233 -19.823 -19.296 -19.234 -18.975
 -18.660 -18.255 -18.107 -17.142 -16.854 -16.806 -16.251 -15.797 -15.686 -15.392
 -15.252 -15.103 -14.953 -14.855 -14.281 -14.186 -13.844 -13.574 -13.369 -13.180
 -13.072 -12.985 -12.905 -12.589 -12.466 -12.266 -11.932 -11.756 -11.448 -11.215
 -11.179 -10.904 -10.872 -10.652 -10.447 -10.300  -9.860  -9.670  -9.253  -9.218
  -9.111  -8.875  -8.699  -8.396  -8.247  -8.058  -7.313  -7.136  -6.955  -6.847
  -6.431  -6.311  -5.998  -5.805  -5.677  -5.572  -5.435  -5.280  -5.187  -5.095
  -5.002  -4.929  -4.871  -4.833  -4.544  -4.403  -4.231  -4.012  -3.708  -3.518
  -3.456  -3.349  -3.291  -3.125  -3.096  -2.994  -2.858  -2.757  -2.284  -2.183
  -1.737  -1.602  -1.484  -1.101  -0.931  -0.444  -0.180   0.205   0.537   0.753
   1.065   1.204   1.268   1.391   1.805   1.889   2.122   2.231   2.602   2.626
   2.756   2.827   3.061   3.125   3.191
            0.041667  0.054127  0.000000
 -36.042 -34.888 -34.279 -22.143 -20.898 -20.233 -19.823 -19.296 -19.232 -18.979
 -18.655 -18.262 -18.103 -17.142 -16.854 -16.807 -16.251 -15.797 -15.683 -15.392
 -15.253 -15.103 -14.954 -14.855 -14.281 -14.187 -13.842 -13.575 -13.365 -13.179
 -13.070 -12.987 -12.902 -12.591 -12.466 -12.268 -11.933 -11.753 -11.452 -11.212
 -11.174 -10.905 -10.873 -10.651 -10.448 -10.296  -9.861  -9.680  -9.255  -9.219
  -9.115  -8.884  -8.682  -8.397  -8.239  -8.063  -7.317  -7.140  -6.956  -6.840
  -6.430  -6.307  -5.998  -5.802  -5.684  -5.571  -5.436  -5.286  -5.183  -5.096
  -5.005  -4.923  -4.869  -4.829  -4.541  -4.400  -4.228  -4.014  -3.719  -3.518
  -3.456  -3.350  -3.293  -3.127  -3.091  -2.994  -2.859  -2.756  -2.285  -2.182
  -1.737  -1.603  -1.486  -1.099  -0.932  -0.444  -0.182   0.205   0.532   0.759
   1.064   1.203   1.269   1.391   1.807   1.890   2.116   2.237   2.600   2.624
   2.753   2.823   3.068   3.130   3.189
            0.050000  0.064952  0.000000
 -36.042 -34.888 -34.279 -22.143 -20.898 -20.233 -19.823 -19.297 -19.229 -18.984
 -18.649 -18.270 -18.098 -17.142 -16.854 -16.808 -16.250 -15.798 -15.681 -15.392
 -15.254 -15.104 -14.955 -14.856 -14.280 -14.188 -13.840 -13.576 -13.361 -13.179
 -13.069 -12.991 -12.900 -12.592 -12.466 -12.270 -11.933 -11.749 -11.458 -11.209
 -11.168 -10.906 -10.874 -10.651 -10.449 -10.291  -9.862  -9.692  -9.259  -9.221
  -9.120  -8.891  -8.664  -8.398  -8.230  -8.069  -7.321  -7.144  -6.958  -6.831
  -6.430  -6.302  -5.999  -5.798  -5.691  -5.570  -5.437  -5.293  -5.179  -5.097
  -5.007  -4.917  -4.866  -4.823  -4.538  -4.397  -4.225  -4.015  -3.731  -3.518
  -3.455  -3.351  -3.296  -3.128  -3.085  -2.994  -2.860  -2.754  -2.286  -2.182
  -1.738  -1.605  -1.489  -1.096  -0.932  -0.443  -0.185   0.206   0.526   0.765
   1.062   1.201   1.271   1.390   1.810   1.892   2.110   2.243   2.597   2.622
   2.750   2.820   3.074   3.137   3.188
            0.058333  0.075777  0.000000
 -36.042 -34.888 -34.279 -22.143 -20.898 -20.233 -19.823 -19.298 -19.226 -18.989
 -18.642 -18.278 -18.093 -17.142 -16.855 -16.809 -16.250 -15.798 -15.678 -15.392
 -15.255 -15.105 -14.956 -14.856 -14.280 -14.189 -13.838 -13.577 -13.356 -13.179
 -13.067 -12.995 -12.897 -12.594 -12.466 -12.272 -11.935 -11.744 -11.463 -11.207
 -11.159 -10.908 -10.876 -10.650 -10.451 -10.285  -9.864  -9.705  -9.264  -9.222
  -9.128  -8.897  -8.646  -8.399  -8.220  -8.075  -7.326  -7.148  -6.961  -6.820
  -6.429  -6.297  -5.999  -5.795  -5.698  -5.569  -5.438  -5.299  -5.175  -5.097
