# Final state angular momentum:   1
# Broadening parameter (in eV):    0.800
# Absorbing atom type (xiabs):   2
# Energy (eV)   sigma
   10.87087087    0.03590867
   10.92092092    0.03580048
   10.97097097    0.03568495
   11.02102102    0.03556297
   11.07107107    0.03543565
   11.12112112    0.03530432
   11.17117117    0.03517052
   11.22122122    0.03503589
   11.27127127    0.03490219
   11.32132132    0.03477119
   11.37137137    0.03464459
   11.42142142    0.03452397
   11.47147147    0.03441069
   11.52152152    0.03430580
   11.57157157    0.03421000
   11.62162162    0.03412355
   11.67167167    0.03404628
   11.72172172    0.03397760
   11.77177177    0.03391646
   11.82182182    0.03386150
   11.87187187    0.03381105
   11.92192192    0.03376324
   11.97197197    0.03371612
   12.02202202    0.03366774
   12.07207207    0.03361628
   12.12212212    0.03356010
   12.17217217    0.03349782
   12.22222222    0.03342841
   12.27227227    0.03335115
   12.32232232    0.03326568
   12.37237237    0.03317197
   12.42242242    0.03307026
   12.47247247    0.03296101
   12.52252252    0.03284487
   12.57257257    0.03272258
   12.62262262    0.03259495
   12.67267267    0.03246281
   12.72272272    0.03232696
   12.77277277    0.03218817
   12.82282282    0.03204715
   12.87287287    0.03190459
   12.92292292    0.03176112
   12.97297297    0.03161734
   13.02302302    0.03147379
   13.07307307    0.03133100
   13.12312312    0.03118944
   13.17317317    0.03104952
   13.22322322    0.03091159
   13.27327327    0.03077588
   13.32332332    0.03064254
   13.37337337    0.03051159
   13.42342342    0.03038294
   13.47347347    0.03025636
   13.52352352    0.03013153
   13.57357357    0.03000802
   13.62362362    0.02988532
   13.67367367    0.02976290
   13.72372372    0.02964021
   13.77377377    0.02951674
   13.82382382    0.02939206
   13.87387387    0.02926588
   13.92392392    0.02913804
   13.97397397    0.02900860
   14.02402402    0.02887781
   14.07407407    0.02874613
   14.12412412    0.02861420
   14.17417417    0.02848282
   14.22422422    0.02835291
   14.27427427    0.02822542
   14.32432432    0.02810136
   14.37437437    0.02798166
   14.42442442    0.02786719
   14.47447447    0.02775870
   14.52452452    0.02765680
   14.57457457    0.02756195
   14.62462462    0.02747444
   14.67467467    0.02739444
   14.72472472    0.02732196
   14.77477477    0.02725691
   14.82482482    0.02719911
   14.87487487    0.02714833
   14.92492492    0.02710429
   14.97497497    0.02706671
   15.02502503    0.02703530
   15.07507508    0.02700981
   15.12512513    0.02699000
   15.17517518    0.02697566
   15.22522523    0.02696658
   15.27527528    0.02696256
   15.32532533    0.02696336
   15.37537538    0.02696872
   15.42542543    0.02697829
   15.47547548    0.02699165
   15.52552553    0.02700828
   15.57557558    0.02702758
   15.62562563    0.02704883
   15.67567568    0.02707125
   15.72572573    0.02709398
   15.77577578    0.02711615
   15.82582583    0.02713688
   15.87587588    0.02715532
   15.92592593    0.02717065
   15.97597598    0.02718217
   16.02602603    0.02718922
   16.07607608    0.02719127
   16.12612613    0.02718782
   16.17617618    0.02717849
   16.22622623    0.02716294
   16.27627628    0.02714086
   16.32632633    0.02711202
   16.37637638    0.02707618
   16.42642643    0.02703317
   16.47647648    0.02698288
   16.52652653    0.02692524
   16.57657658    0.02686030
   16.62662663    0.02678820
   16.67667668    0.02670923
   16.72672673    0.02662380
   16.77677678    0.02653250
   16.82682683    0.02643606
   16.87687688    0.02633538
   16.92692693    0.02623147
   16.97697698    0.02612547
   17.02702703    0.02601858
   17.07707708    0.02591204
   17.12712713    0.02580711
   17.17717718    0.02570500
   17.22722723    0.02560685
   17.27727728    0.02551369
   17.32732733    0.02542642
   17.37737738    0.02534579
   17.42742743    0.02527238
   17.47747748    0.02520664
   17.52752753    0.02514884
   17.57757758    0.02509914
   17.62762763    0.02505758
   17.67767768    0.02502414
   17.72772773    0.02499873
   17.77777778    0.02498125
   17.82782783    0.02497160
   17.87787788    0.02496971
   17.92792793    0.02497554
   17.97797798    0.02498908
   18.02802803    0.02501037
   18.07807808    0.02503946
   18.12812813    0.02507642
   18.17817818    0.02512130
   18.22822823    0.02517413
   18.27827828    0.02523487
   18.32832833    0.02530343
   18.37837838    0.02537959
   18.42842843    0.02546305
   18.47847848    0.02555339
   18.52852853    0.02565006
   18.57857858    0.02575242
   18.62862863    0.02585970
   18.67867868    0.02597108
   18.72872873    0.02608564
   18.77877878    0.02620248
   18.82882883    0.02632063
   18.87887888    0.02643920
   18.92892893    0.02655730
   18.97897898    0.02667414
   19.02902903    0.02678901
   19.07907908    0.02690128
   19.12912913    0.02701046
   19.17917918    0.02711615
   19.22922923    0.02721809
   19.27927928    0.02731610
   19.32932933    0.02741011
   19.37937938    0.02750015
   19.42942943    0.02758628
   19.47947948    0.02766861
   19.52952953    0.02774727
   19.57957958    0.02782239
   19.62962963    0.02789408
   19.67967968    0.02796243
   19.72972973    0.02802749
   19.77977978    0.02808931
   19.82982983    0.02814792
   19.87987988    0.02820338
   19.92992993    0.02825576
   19.97997998    0.02830520
   20.03003003    0.02835193
   20.08008008    0.02839625
   20.13013013    0.02843858
   20.18018018    0.02847944
   20.23023023    0.02851944
   20.28028028    0.02855931
   20.33033033    0.02859983
   20.38038038    0.02864183
   20.43043043    0.02868616
   20.48048048    0.02873365
   20.53053053    0.02878508
   20.58058058    0.02884117
   20.63063063    0.02890250
   20.68068068    0.02896957
   20.73073073    0.02904270
   20.78078078    0.02912212
   20.83083083    0.02920789
   20.88088088    0.02930001
   20.93093093    0.02939836
   20.98098098    0.02950277
   21.03103103    0.02961304
   21.08108108    0.02972896
   21.13113113    0.02985035
   21.18118118    0.02997700
   21.23123123    0.03010875
   21.28128128    0.03024542
   21.33133133    0.03038679
   21.38138138    0.03053259
   21.43143143    0.03068246
   21.48148148    0.03083591
   21.53153153    0.03099227
   21.58158158    0.03115072
   21.63163163    0.03131021
   21.68168168    0.03146946
   21.73173173    0.03162697
   21.78178178    0.03178101
   21.83183183    0.03192965
   21.88188188    0.03207076
   21.93193193    0.03220209
   21.98198198    0.03232130
   22.03203203    0.03242599
   22.08208208    0.03251385
   22.13213213    0.03258267
   22.18218218    0.03263043
   22.23223223    0.03265538
