      0.00000000E+00      0.00000000E+00      0.14107541E-02
      0.00000000E+00      0.10303030E+00      0.18681846E-02
      0.00000000E+00      0.20606061E+00      0.32677933E-02
      0.00000000E+00      0.30909091E+00      0.56760812E-02
      0.00000000E+00      0.41212121E+00      0.91574352E-02
      0.00000000E+00      0.51515152E+00      0.13720497E-01
      0.00000000E+00      0.61818182E+00      0.19269817E-01
      0.00000000E+00      0.72121212E+00      0.25578931E-01
      0.00000000E+00      0.82424242E+00      0.32294575E-01
      0.00000000E+00      0.92727273E+00      0.38972583E-01
      0.00000000E+00      0.10303030E+01      0.45137153E-01
      0.00000000E+00      0.11333333E+01      0.50349130E-01
      0.00000000E+00      0.12363636E+01      0.54267454E-01
      0.00000000E+00      0.13393939E+01      0.56690866E-01
      0.00000000E+00      0.14424242E+01      0.57572938E-01
      0.00000000E+00      0.15454545E+01      0.57010561E-01
      0.00000000E+00      0.16484848E+01      0.55211870E-01
      0.00000000E+00      0.17515152E+01      0.52453019E-01
      0.00000000E+00      0.18545455E+01      0.49033655E-01
      0.00000000E+00      0.19575758E+01      0.45239034E-01
      0.00000000E+00      0.20606061E+01      0.41313412E-01
      0.00000000E+00      0.21636364E+01      0.37445965E-01
      0.00000000E+00      0.22666667E+01      0.33767777E-01
      0.00000000E+00      0.23696970E+01      0.30356953E-01
      0.00000000E+00      0.24727273E+01      0.27248490E-01
      0.00000000E+00      0.25757576E+01      0.24445972E-01
      0.00000000E+00      0.26787879E+01      0.21932913E-01
      0.00000000E+00      0.27818182E+01      0.19682436E-01
      0.00000000E+00      0.28848485E+01      0.17664634E-01
      0.00000000E+00      0.29878788E+01      0.15851481E-01
      0.00000000E+00      0.30909091E+01      0.14219489E-01
      0.00000000E+00      0.31939394E+01      0.12750513E-01
      0.00000000E+00      0.32969697E+01      0.11431221E-01
      0.00000000E+00      0.34000000E+01      0.10251801E-01
      0.00000000E+00      0.35030303E+01      0.92043925E-02
      0.00000000E+00      0.36060606E+01      0.82816762E-02
      0.00000000E+00      0.37090909E+01      0.74758513E-02
      0.00000000E+00      0.38121212E+01      0.67781194E-02
      0.00000000E+00      0.39151515E+01      0.61786453E-02
      0.00000000E+00      0.40181818E+01      0.56668909E-02
      0.00000000E+00      0.41212121E+01      0.52321741E-02
      0.00000000E+00      0.42242424E+01      0.48643011E-02
      0.00000000E+00      0.43272727E+01      0.45541408E-02
      0.00000000E+00      0.44303030E+01      0.42940444E-02
      0.00000000E+00      0.45333333E+01      0.40780574E-02
      0.00000000E+00      0.46363636E+01      0.39019144E-02
      0.00000000E+00      0.47393939E+01      0.37628498E-02
      0.00000000E+00      0.48424242E+01      0.36592829E-02
      0.00000000E+00      0.49454545E+01      0.35904524E-02
      0.00000000E+00      0.50484848E+01      0.35560731E-02
      0.00000000E+00      0.51515152E+01      0.35560731E-02
      0.00000000E+00      0.52545455E+01      0.35904524E-02
      0.00000000E+00      0.53575758E+01      0.36592829E-02
      0.00000000E+00      0.54606061E+01      0.37628498E-02
      0.00000000E+00      0.55636364E+01      0.39019144E-02
      0.00000000E+00      0.56666667E+01      0.40780574E-02
      0.00000000E+00      0.57696970E+01      0.42940444E-02
      0.00000000E+00      0.58727273E+01      0.45541408E-02
      0.00000000E+00      0.59757576E+01      0.48643011E-02
      0.00000000E+00      0.60787879E+01      0.52321741E-02
      0.00000000E+00      0.61818182E+01      0.56668909E-02
      0.00000000E+00      0.62848485E+01      0.61786453E-02
      0.00000000E+00      0.63878788E+01      0.67781194E-02
      0.00000000E+00      0.64909091E+01      0.74758513E-02
      0.00000000E+00      0.65939394E+01      0.82816762E-02
      0.00000000E+00      0.66969697E+01      0.92043925E-02
      0.00000000E+00      0.68000000E+01      0.10251801E-01
      0.00000000E+00      0.69030303E+01      0.11431221E-01
      0.00000000E+00      0.70060606E+01      0.12750513E-01
      0.00000000E+00      0.71090909E+01      0.14219489E-01
      0.00000000E+00      0.72121212E+01      0.15851481E-01
      0.00000000E+00      0.73151515E+01      0.17664634E-01
      0.00000000E+00      0.74181818E+01      0.19682436E-01
      0.00000000E+00      0.75212121E+01      0.21932913E-01
      0.00000000E+00      0.76242424E+01      0.24445972E-01
      0.00000000E+00      0.77272727E+01      0.27248490E-01
      0.00000000E+00      0.78303030E+01      0.30356953E-01
      0.00000000E+00      0.79333333E+01      0.33767777E-01
      0.00000000E+00      0.80363636E+01      0.37445965E-01
      0.00000000E+00      0.81393939E+01      0.41313412E-01
      0.00000000E+00      0.82424242E+01      0.45239034E-01
      0.00000000E+00      0.83454545E+01      0.49033655E-01
      0.00000000E+00      0.84484848E+01      0.52453019E-01
      0.00000000E+00      0.85515152E+01      0.55211870E-01
      0.00000000E+00      0.86545455E+01      0.57010561E-01
      0.00000000E+00      0.87575758E+01      0.57572938E-01
      0.00000000E+00      0.88606061E+01      0.56690866E-01
      0.00000000E+00      0.89636364E+01      0.54267454E-01
      0.00000000E+00      0.90666667E+01      0.50349130E-01
      0.00000000E+00      0.91696970E+01      0.45137153E-01
      0.00000000E+00      0.92727273E+01      0.38972583E-01
      0.00000000E+00      0.93757576E+01      0.32294575E-01
      0.00000000E+00      0.94787879E+01      0.25578931E-01
      0.00000000E+00      0.95818182E+01      0.19269817E-01
      0.00000000E+00      0.96848485E+01      0.13720497E-01
      0.00000000E+00      0.97878788E+01      0.91574352E-02
      0.00000000E+00      0.98909091E+01      0.56760812E-02
      0.00000000E+00      0.99939394E+01      0.32677933E-02
      0.00000000E+00      0.10096970E+02      0.18681846E-02
      0.00000000E+00      0.10200000E+02      0.14107541E-02
 
      0.10303556E+00      0.00000000E+00      0.18686313E-02
      0.10303556E+00      0.10303030E+00      0.23749686E-02
      0.10303556E+00      0.20606061E+00      0.38334576E-02
